1,2,1,7,3,22,21,27,23,63.66666666666666
2,2,1,9,6,22,21,29,26,63.1
3,2,1,10,17,22,21,30,37,65.43333333333332
4,2,1,7,6,22,33,30,23,62.9
5,2,1,9,3,22,33,27,37,62.1
6,2,1,10,17,22,33,29,26,63.96666666666666
7,2,1,7,17,22,34,27,26,62.86666666666665
8,2,1,9,3,22,34,30,23,63.33333333333334
9,2,1,10,6,22,34,27,37,63.1
10,2,1,7,3,22,36,29,37,64.23333333333333
11,2,1,9,17,22,36,30,26,64.90000000000001
12,2,1,10,6,22,36,29,23,63.23333333333333
13,2,13,7,6,22,21,27,37,65.06666666666668
14,2,13,9,3,22,21,29,23,63.4
15,2,13,10,17,22,21,27,26,64.46666666666667
16,2,13,7,3,22,33,30,26,66.46666666666667
17,2,13,9,6,22,33,29,37,65.46666666666667
18,2,13,10,3,22,33,27,23,63.5
19,2,13,7,17,22,34,29,23,64.7
20,2,13,9,6,22,34,30,26,66.60000000000001
21,2,13,10,3,22,34,29,37,63.96666666666666
22,2,13,7,17,22,36,30,37,67.16666666666666
23,2,13,9,6,22,36,27,23,65.16666666666666
24,2,13,10,3,22,36,30,26,66.06666666666666
25,2,14,7,17,22,21,29,26,64.79999999999998
26,2,14,9,6,22,21,30,37,66.43333333333334
27,2,14,10,3,22,21,27,37,62.8
28,2,14,7,17,22,33,27,23,63.83333333333334
29,2,14,9,17,22,33,30,23,63.23333333333333
30,2,14,10,6,22,33,29,26,65.53333333333333
31,2,14,7,3,22,34,30,37,66.06666666666668
32,2,14,9,17,22,34,27,37,63.93333333333334
33,2,14,10,17,22,34,30,23,64.16666666666667
34,2,14,7,6,22,36,27,26,64.8
35,2,14,9,3,22,36,29,26,64.56666666666666
36,2,14,10,17,22,36,27,37,64.83333333333333
37,2,16,7,6,22,21,29,23,63.93333333333334
38,2,16,9,17,22,21,27,23,64.63333333333335
39,2,16,10,3,22,21,30,23,63.93333333333332
40,2,16,7,3,22,33,29,37,64.7
41,2,16,9,6,22,33,30,26,66.53333333333333
42,2,16,10,17,22,33,27,37,64.13333333333334
43,2,16,7,6,22,34,27,23,64.13333333333333
44,2,16,9,3,22,34,29,26,63.83333333333334
45,2,16,10,6,22,34,29,26,65.03333333333333
46,2,16,7,17,22,36,29,26,65.23333333333335
47,2,16,9,3,22,36,27,37,63.86666666666666
48,2,16,10,6,22,36,30,37,66.86666666666666
49,2,1,7,6,24,21,30,26,66.56666666666666
50,2,1,9,3,24,21,29,37,62.3
51,2,1,10,17,24,21,27,23,64.36666666666666
52,2,1,7,3,24,33,27,26,62.76666666666667
53,2,1,9,6,24,33,27,23,63.43333333333332
54,2,1,10,3,24,33,30,37,62.99999999999999
55,2,1,7,17,24,34,29,37,64.13333333333333
56,2,1,9,6,24,34,30,37,61.86666666666667
57,2,1,10,3,24,34,29,23,63.46666666666666
58,2,1,7,17,24,36,30,23,64.76666666666668
59,2,1,9,6,24,36,29,26,64.49999999999999
60,2,1,10,3,24,36,27,26,63.76666666666667
61,2,13,7,17,24,21,30,23,66.23333333333332
62,2,13,9,6,24,21,27,26,65
63,2,13,10,3,24,21,29,26,62.73333333333333
64,2,13,7,6,24,33,29,23,65.19999999999999
65,2,13,9,17,24,33,30,37,64.09999999999999
66,2,13,10,17,24,33,29,23,64.96666666666667
67,2,13,7,3,24,34,27,37,63.53333333333332
68,2,13,9,17,24,34,27,23,64.73333333333332
69,2,13,10,6,24,34,30,23,66.19999999999999
70,2,13,7,3,24,36,29,23,65.7
71,2,13,9,17,24,36,29,26,66.63333333333333
72,2,13,10,6,24,36,27,37,65.86666666666667
73,2,14,7,3,24,21,30,23,65.59999999999999
74,2,14,9,17,24,21,29,23,64.73333333333333
